File,Unique Keywords Found,Total Matches,Text Length,Keywords Matched,Match Details
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-023-00780-9/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_780_MOESM1_ESM_pdf.md,0,0,9388,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-023-00781-8/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_781_MOESM1_ESM_pdf.md,0,0,10783,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-023-00787-2/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_787_MOESM1_ESM_pdf.md,0,0,24561,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-023-00788-1/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_788_MOESM1_ESM_pdf.md,4,42,66484,"gpt4, gpt3, openai, google",gpt4: 1; gpt3: 39; openai: 1; google: 1
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00510-7/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_510_MOESM1_ESM_pdf.md,0,0,15410,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00516-1/01_supplementary_information_Supplementary_information_download_PDF_42256_2022_516_MOESM1_ESM_pdf.md,0,0,2344,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00518-z/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_518_MOESM1_ESM_pdf.md,0,0,57159,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00519-y/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_519_MOESM1_ESM_pdf.md,0,0,33961,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00520-5/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_520_MOESM1_ESM_pdf.md,0,0,7748,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00525-0/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_525_MOESM1_ESM_pdf.md,0,0,16257,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00526-z/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_526_MOESM1_ESM_pdf.md,0,0,4054,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00527-y/01_supplementary_information_Supplementary_information_download_PDF_42256_2022_527_MOESM1_ESM_pdf.md,1,6,44002,gemini,gemini: 6
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00530-3/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_530_MOESM1_ESM_pdf.md,0,0,22288,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00531-2/01_supplementary_information_Supplementary_information_download_PDF_42256_2022_531_MOESM1_ESM_pdf.md,0,0,14512,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00804-y/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_804_MOESM1_ESM_pdf.md,0,0,4390,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00808-8/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_808_MOESM1_ESM_pdf.md,0,0,46131,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00809-7/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_809_MOESM1_ESM_pdf.md,0,0,12027,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00809-7/04_supplementary_pdf_Supplementary_Data_download_PDF_42256_2024_809_MOESM4_ESM_pdf.md,0,0,2155,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00809-7/05_supplementary_pdf_Supplementary_Data_download_PDF_42256_2024_809_MOESM5_ESM_pdf.md,0,0,8076,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00810-0/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_810_MOESM1_ESM_pdf.md,0,0,4974,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00814-w/01_supplementary_pdf_Uncorrected_original_article_download_PDF_42256_2024_814_MOESM1_ESM_pdf.md,0,0,64620,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00815-9/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_815_MOESM1_ESM_pdf.md,0,0,29770,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00816-8/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_816_MOESM1_ESM_pdf.md,0,0,35723,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00818-6/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_818_MOESM1_ESM_pdf.md,0,0,5821,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-024-00934-3/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_934_MOESM1_ESM_pdf.md,0,0,6039,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-024-00942-3/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_942_MOESM1_ESM_pdf.md,0,0,6628,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-024-00950-3/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_950_MOESM1_ESM_pdf.md,0,0,6414,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-024-00956-x/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_956_MOESM1_ESM_pdf.md,0,0,40759,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-024-00958-9/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_958_MOESM1_ESM_pdf.md,0,0,9034,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-024-00960-1/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_960_MOESM1_ESM_pdf.md,0,0,11989,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-024-00963-y/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_963_MOESM1_ESM_pdf.md,2,2,24865,"gpt4, claude3",gpt4: 1; claude3: 1
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-024-00964-x/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_964_MOESM1_ESM_pdf.md,0,0,58098,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-024-00965-w/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_965_MOESM1_ESM_pdf.md,0,0,37156,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-024-00966-9/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_966_MOESM1_ESM_pdf.md,0,0,30811,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00790-1/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_790_MOESM1_ESM_pdf.md,0,0,18324,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00791-0/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_791_MOESM1_ESM_pdf.md,0,0,3511,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00792-z/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_792_MOESM1_ESM_pdf.md,0,0,52489,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00793-y/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_793_MOESM1_ESM_pdf.md,0,0,31338,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00794-x/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_794_MOESM1_ESM_pdf.md,0,0,15308,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00795-w/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_795_MOESM1_ESM_pdf.md,0,0,22152,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00800-2/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_800_MOESM1_ESM_pdf.md,1,1,25163,google,google: 1
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00801-1/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_801_MOESM1_ESM_pdf.md,0,0,22752,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00802-0/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_802_MOESM1_ESM_pdf.md,0,0,20327,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00803-z/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_803_MOESM1_ESM_pdf.md,0,0,10347,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00620-w/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_620_MOESM1_ESM_pdf.md,0,0,11225,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00622-8/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_622_MOESM1_ESM_pdf.md,0,0,9214,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00624-6/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_624_MOESM1_ESM_pdf.md,0,0,10280,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00625-5/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_625_MOESM1_ESM_pdf.md,0,0,22103,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00626-4/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_626_MOESM1_ESM_pdf.md,1,2,52724,gpt3,gpt3: 2
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00627-3/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_627_MOESM1_ESM_pdf.md,0,0,20968,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00628-2/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_628_MOESM1_ESM_pdf.md,0,0,18960,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00630-8/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_630_MOESM1_ESM_pdf.md,0,0,60808,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00632-6/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_632_MOESM1_ESM_pdf.md,0,0,27842,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00634-4/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_634_MOESM1_ESM_pdf.md,0,0,30735,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00689-3/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_689_MOESM1_ESM_pdf.md,0,0,27284,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00691-9/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_691_MOESM1_ESM_pdf.md,0,0,38392,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00692-8/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_692_MOESM1_ESM_pdf.md,0,0,30006,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00694-6/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_694_MOESM1_ESM_pdf.md,0,0,7636,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00697-3/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_697_MOESM1_ESM_pdf.md,0,0,19397,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00700-x/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_700_MOESM1_ESM_pdf.md,0,0,15437,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00701-w/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_701_MOESM1_ESM_pdf.md,0,0,29442,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00704-7/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_704_MOESM1_ESM_pdf.md,0,0,23581,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00707-4/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_707_MOESM1_ESM_pdf.md,0,0,17258,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00708-3/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_708_MOESM1_ESM_pdf.md,0,0,27526,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00557-6/10_supplementary_table_Supplementary_Table_13_download_PDF_42256_2022_557_MOESM10_ESM_pdf.md,0,0,14116,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00557-6/11_supplementary_table_Supplementary_Table_14_download_PDF_42256_2022_557_MOESM11_ESM_pdf.md,0,0,1272,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00557-6/12_supplementary_table_Supplementary_Table_15_download_PDF_42256_2022_557_MOESM12_ESM_pdf.md,0,0,1267,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00557-6/13_supplementary_table_Supplementary_Table_16_download_PDF_42256_2022_557_MOESM13_ESM_pdf.md,0,0,887,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00557-6/14_supplementary_table_Supplementary_Table_17_download_PDF_42256_2022_557_MOESM14_ESM_pdf.md,0,0,1431,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00557-6/15_supplementary_table_Supplementary_Table_20_download_PDF_42256_2022_557_MOESM15_ESM_pdf.md,0,0,4235,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00557-6/16_supplementary_table_Supplementary_Table_21_download_PDF_42256_2022_557_MOESM16_ESM_pdf.md,0,0,14057,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00557-6/17_supplementary_table_Supplementary_Table_22_download_PDF_42256_2022_557_MOESM17_ESM_pdf.md,0,0,128985,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00557-6/18_supplementary_table_Supplementary_Table_24_download_PDF_42256_2022_557_MOESM18_ESM_pdf.md,0,0,84974,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00557-6/19_supplementary_table_Supplementary_Table_25_download_PDF_42256_2022_557_MOESM19_ESM_pdf.md,0,0,2034,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00458-8/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_458_MOESM1_ESM_pdf.md,1,13,21498,gpt3,gpt3: 13
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00459-7/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_459_MOESM1_ESM_pdf.md,0,0,60304,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00460-0/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_460_MOESM1_ESM_pdf.md,0,0,3815,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00461-z/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_461_MOESM1_ESM_pdf.md,0,0,14677,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00462-y/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_462_MOESM1_ESM_pdf.md,0,0,42916,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00464-w/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_464_MOESM1_ESM_pdf.md,0,0,51719,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00467-7/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_467_MOESM1_ESM_pdf.md,0,0,46691,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00468-6/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_468_MOESM1_ESM_pdf.md,0,0,3625,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00469-5/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_469_MOESM1_ESM_pdf.md,0,0,3329,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2022/s42256-022-00470-y/01_supplementary_information_Supplementary_Information_download_PDF_42256_2022_470_MOESM1_ESM_pdf.md,0,0,2533,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-025-01044-4/01_supplementary_information_Supplementary_Information_download_PDF_42256_2025_1044_MOESM1_ESM_pdf.md,0,0,49337,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-025-01045-3/01_supplementary_information_Supplementary_Information_download_PDF_42256_2025_1045_MOESM1_ESM_pdf.md,0,0,37440,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-025-01046-2/01_supplementary_information_Supplementary_Information_download_PDF_42256_2025_1046_MOESM1_ESM_pdf.md,0,0,15473,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-025-01047-1/01_supplementary_information_Supplementary_Information_download_PDF_42256_2025_1047_MOESM1_ESM_pdf.md,0,0,32804,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-025-01048-0/01_supplementary_information_Supplementary_Information_download_PDF_42256_2025_1048_MOESM1_ESM_pdf.md,0,0,8324,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-025-01049-z/01_supplementary_information_Supplementary_Information_download_PDF_42256_2025_1049_MOESM1_ESM_pdf.md,0,0,8241,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-025-01052-4/01_supplementary_information_Supplementary_Information_download_PDF_42256_2025_1052_MOESM1_ESM_pdf.md,0,0,3321,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-025-01053-3/01_supplementary_information_Supplementary_Information_download_PDF_42256_2025_1053_MOESM1_ESM_pdf.md,0,0,25699,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-025-01054-2/01_supplementary_information_Supplementary_Information_download_PDF_42256_2025_1054_MOESM1_ESM_pdf.md,0,0,60656,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2025/s42256-025-01055-1/01_supplementary_information_Supplementary_Information_download_PDF_42256_2025_1055_MOESM1_ESM_pdf.md,0,0,26021,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00752-z/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_752_MOESM1_ESM_pdf.md,0,0,10484,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00753-y/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_753_MOESM1_ESM_pdf.md,0,0,3676,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00756-9/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_756_MOESM1_ESM_pdf.md,0,0,1983,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00759-6/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_759_MOESM1_ESM_pdf.md,0,0,56956,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00761-y/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_761_MOESM1_ESM_pdf.md,0,0,18706,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00762-x/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_762_MOESM1_ESM_pdf.md,0,0,36968,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00764-9/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_764_MOESM1_ESM_pdf.md,0,0,28743,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00765-8/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_765_MOESM1_ESM_pdf.md,2,70,40482,"openai, chatgpt",openai: 7; chatgpt: 63
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2023/s42256-023-00767-6/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_767_MOESM1_ESM_pdf.md,0,0,16281,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-023-00763-w/01_supplementary_information_Supplementary_Information_download_PDF_42256_2023_763_MOESM1_ESM_pdf.md,0,0,53526,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00838-2/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_838_MOESM1_ESM_pdf.md,0,0,19858,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00839-1/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_839_MOESM1_ESM_pdf.md,0,0,41359,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00843-5/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_843_MOESM1_ESM_pdf.md,0,0,19617,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00844-4/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_844_MOESM1_ESM_pdf.md,0,0,24208,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00845-3/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_845_MOESM1_ESM_pdf.md,0,0,26835,,
/home/aipexws3/Jessica/Dataset_Ghost/PDFs/MachineIntelligenceSupplementaryCode/SI_md_output/2024/s42256-024-00847-1/01_supplementary_information_Supplementary_Information_download_PDF_42256_2024_847_MOESM1_ESM_pdf.md,1,2,97210,google,google: 2
